Date,Province,CovidCase
2021-07-09,Kon Tum,0
2021-07-09,Lai Châu,0
2021-07-09,Lâm Đồng,10
2021-07-09,Lạng Sơn,112
2021-07-09,Lào Cai,4
2021-07-09,Long An,340
2021-07-09,Nam Định,11
2021-07-09,Nghệ An,135
2021-07-09,Ninh Bình,19
2021-07-09,Ninh Thuận,10
2021-07-09,Phú Thọ,5
2021-07-09,Phú Yên,387
2021-07-09,Quảng Bình,1
2021-07-09,Quảng Nam,37
2021-07-09,Quảng Ngãi,154
2021-07-09,Quảng Ninh,78
2021-07-09,Quảng Trị,11
2021-07-09,Sóc Trăng,22
2021-07-09,Sơn La,1
2021-07-09,Tây Ninh,164
2021-07-09,Thái Bình,41
2021-07-09,Thái Nguyên,8
2021-07-09,Thanh Hóa,19
2021-07-09,Thừa Thiên-Huế,6
2021-07-09,Tiền Giang,241
2021-07-09,Trà Vinh,41
2021-07-09,Tuyên Quang,1
2021-07-09,Vĩnh Long,69
2021-07-09,Vĩnh Phúc,102
2021-07-09,Yên Bái,5
2021-07-09,Chưa rõ ,0
2021-07-10,An Giang,111
2021-07-10,Bà Rịa - Vũng Tàu,92
2021-07-10,Bắc Giang,5766
2021-07-10,Bắc Kạn,0
2021-07-10,Bạc Liêu,10
2021-07-10,Bắc Ninh,1670
2021-07-10,Bến Tre,23
2021-07-10,Bình Định,19
2021-07-10,Bình Dương,1285
2021-07-10,Bình Phước,19
2021-07-10,Bình Thuận,16
2021-07-10,Cà Mau,22
2021-07-10,Cần Thơ,32
2021-07-10,Cao Bằng,0
2021-07-10,Đà Nẵng,337
2021-07-10,Đắk Lắk,7
2021-07-10,Đắk Nông,1
2021-07-10,Điện Biên,61
2021-07-10,Đồng Nai,183
2021-07-10,Đồng Tháp,533
2021-07-10,Gia Lai,35
2021-07-10,Hà Giang,2
2021-07-10,Hà Nam,54
2021-07-10,TP. Hà Nội,592
2021-07-10,Hà Tĩnh,134
2021-07-10,Hải Dương,783
2021-07-10,Hải Phòng,22
2021-07-10,Hậu Giang,5
2021-07-10,TP. Hồ Chí Minh,11786
2021-07-10,Hòa Bình,20
2021-07-10,Hưng Yên,174
2021-07-10,Khánh Hòa,248
2021-07-10,Kiên Giang,104
2021-07-10,Kon Tum,0
2021-07-10,Lai Châu,0
2021-07-10,Lâm Đồng,10
2021-07-10,Lạng Sơn,112
2021-07-10,Lào Cai,4
2021-07-10,Long An,373
2021-07-10,Nam Định,11
2021-07-10,Nghệ An,135
2021-07-10,Ninh Bình,19
2021-07-10,Ninh Thuận,11
2021-07-10,Phú Thọ,5
2021-07-10,Phú Yên,420
2021-07-10,Quảng Bình,1
2021-07-10,Quảng Nam,39
2021-07-10,Quảng Ngãi,168
2021-07-10,Quảng Ninh,78
2021-07-10,Quảng Trị,11
2021-07-10,Sóc Trăng,29
2021-07-10,Sơn La,1
2021-07-10,Tây Ninh,170
2021-07-10,Thái Bình,43
2021-07-10,Thái Nguyên,8
2021-07-10,Thanh Hóa,22
2021-07-10,Thừa Thiên-Huế,6
2021-07-10,Tiền Giang,316
2021-07-10,Trà Vinh,45
2021-07-10,Tuyên Quang,1
2021-07-10,Vĩnh Long,95
2021-07-10,Vĩnh Phúc,103
2021-07-10,Yên Bái,5
2021-07-10,Chưa rõ ,0
2021-07-11,An Giang,119
2021-07-11,Bà Rịa - Vũng Tàu,96
2021-07-11,Bắc Giang,5779
2021-07-11,Bắc Kạn,0
2021-07-11,Bạc Liêu,11
2021-07-11,Bắc Ninh,1680
2021-07-11,Bến Tre,30
2021-07-11,Bình Định,22
2021-07-11,Bình Dương,1519
2021-07-11,Bình Phước,21
2021-07-11,Bình Thuận,18
2021-07-11,Cà Mau,23
2021-07-11,Cần Thơ,33
2021-07-11,Cao Bằng,0
2021-07-11,Đà Nẵng,343
2021-07-11,Đắk Lắk,7
2021-07-11,Đắk Nông,2
2021-07-11,Điện Biên,61
2021-07-11,Đồng Nai,183
2021-07-11,Đồng Tháp,583
2021-07-11,Gia Lai,35
2021-07-11,Hà Giang,2
2021-07-11,Hà Nam,54
2021-07-11,TP. Hà Nội,599
2021-07-11,Hà Tĩnh,136
2021-07-11,Hải Dương,783
2021-07-11,Hải Phòng,23
2021-07-11,Hậu Giang,14
2021-07-11,TP. Hồ Chí Minh,13183
2021-07-11,Hòa Bình,20
2021-07-11,Hưng Yên,177
2021-07-11,Khánh Hòa,250
2021-07-11,Kiên Giang,106
2021-07-11,Kon Tum,0
2021-07-11,Lai Châu,0
2021-07-11,Lâm Đồng,12
2021-07-11,Lạng Sơn,112
2021-07-11,Lào Cai,4
2021-07-11,Long An,419
2021-07-11,Nam Định,11
2021-07-11,Nghệ An,135
2021-07-11,Ninh Bình,20
2021-07-11,Ninh Thuận,15
2021-07-11,Phú Thọ,5
2021-07-11,Phú Yên,456
2021-07-11,Quảng Bình,1
2021-07-11,Quảng Nam,40
2021-07-11,Quảng Ngãi,170
2021-07-11,Quảng Ninh,78
2021-07-11,Quảng Trị,11
2021-07-11,Sóc Trăng,32
2021-07-11,Sơn La,1
2021-07-11,Tây Ninh,170
2021-07-11,Thái Bình,43
2021-07-11,Thái Nguyên,8
2021-07-11,Thanh Hóa,23
2021-07-11,Thừa Thiên-Huế,6
2021-07-11,Tiền Giang,362
2021-07-11,Trà Vinh,47
2021-07-11,Tuyên Quang,1
2021-07-11,Vĩnh Long,138
2021-07-11,Vĩnh Phúc,103
2021-07-11,Yên Bái,5
2021-07-11,Chưa rõ ,0
2021-07-12,An Giang,131
2021-07-12,Bà Rịa - Vũng Tàu,96
2021-07-12,Bắc Giang,5786
2021-07-12,Bắc Kạn,0
2021-07-12,Bạc Liêu,13
2021-07-12,Bắc Ninh,1684
2021-07-12,Bến Tre,30
2021-07-12,Bình Định,28
2021-07-12,Bình Dương,1647
2021-07-12,Bình Phước,29
2021-07-12,Bình Thuận,18
2021-07-12,Cà Mau,23
2021-07-12,Cần Thơ,33
2021-07-12,Cao Bằng,0
2021-07-12,Đà Nẵng,357
2021-07-12,Đắk Lắk,7
2021-07-12,Đắk Nông,3
2021-07-12,Điện Biên,61
2021-07-12,Đồng Nai,265
2021-07-12,Đồng Tháp,623
2021-07-12,Gia Lai,35
2021-07-12,Hà Giang,2
2021-07-12,Hà Nam,54
2021-07-12,TP. Hà Nội,628
2021-07-12,Hà Tĩnh,136
2021-07-12,Hải Dương,783
2021-07-12,Hải Phòng,24
2021-07-12,Hậu Giang,22
2021-07-12,TP. Hồ Chí Minh,14947
2021-07-12,Hòa Bình,21
2021-07-12,Hưng Yên,184
2021-07-12,Khánh Hòa,308
2021-07-12,Kiên Giang,106
2021-07-12,Kon Tum,0
2021-07-12,Lai Châu,0
2021-07-12,Lâm Đồng,12
2021-07-12,Lạng Sơn,112
2021-07-12,Lào Cai,4
2021-07-12,Long An,419
2021-07-12,Nam Định,13
2021-07-12,Nghệ An,136
2021-07-12,Ninh Bình,20
2021-07-12,Ninh Thuận,15
2021-07-12,Phú Thọ,5
2021-07-12,Phú Yên,486
2021-07-12,Quảng Bình,1
2021-07-12,Quảng Nam,40
2021-07-12,Quảng Ngãi,177
2021-07-12,Quảng Ninh,78
2021-07-12,Quảng Trị,11
2021-07-12,Sóc Trăng,37
2021-07-12,Sơn La,1
2021-07-12,Tây Ninh,178
2021-07-12,Thái Bình,43
2021-07-12,Thái Nguyên,8
2021-07-12,Thanh Hóa,25
2021-07-12,Thừa Thiên-Huế,7
2021-07-12,Tiền Giang,480
2021-07-12,Trà Vinh,55
2021-07-12,Tuyên Quang,1
2021-07-12,Vĩnh Long,166
2021-07-12,Vĩnh Phúc,104
2021-07-12,Yên Bái,5
2021-07-12,Chưa rõ ,0
2021-07-13,An Giang,135
2021-07-13,Bà Rịa - Vũng Tàu,123
2021-07-13,Bắc Giang,5788
2021-07-13,Bắc Kạn,0
2021-07-13,Bạc Liêu,13
2021-07-13,Bắc Ninh,1686
2021-07-13,Bến Tre,41
2021-07-13,Bình Định,28
2021-07-13,Bình Dương,1833
2021-07-13,Bình Phước,30
2021-07-13,Bình Thuận,20
2021-07-13,Cà Mau,23
2021-07-13,Cần Thơ,38
2021-07-13,Cao Bằng,0
2021-07-13,Đà Nẵng,361
2021-07-13,Đắk Lắk,7
2021-07-13,Đắk Nông,3
2021-07-13,Điện Biên,61
2021-07-13,Đồng Nai,277
2021-07-13,Đồng Tháp,654
2021-07-13,Gia Lai,35
2021-07-13,Hà Giang,2
2021-07-13,Hà Nam,54
2021-07-13,TP. Hà Nội,636
2021-07-13,Hà Tĩnh,136
2021-07-13,Hải Dương,783
2021-07-13,Hải Phòng,24
2021-07-13,Hậu Giang,22
2021-07-13,TP. Hồ Chí Minh,16744
2021-07-13,Hòa Bình,21
2021-07-13,Hưng Yên,192
2021-07-13,Khánh Hòa,308
2021-07-13,Kiên Giang,109
2021-07-13,Kon Tum,0
2021-07-13,Lai Châu,0
2021-07-13,Lâm Đồng,12
2021-07-13,Lạng Sơn,112
2021-07-13,Lào Cai,5
2021-07-13,Long An,549
2021-07-13,Nam Định,14
2021-07-13,Nghệ An,137
2021-07-13,Ninh Bình,20
2021-07-13,Ninh Thuận,15
2021-07-13,Phú Thọ,5
2021-07-13,Phú Yên,512
2021-07-13,Quảng Bình,1
2021-07-13,Quảng Nam,40
2021-07-13,Quảng Ngãi,179
2021-07-13,Quảng Ninh,78
2021-07-13,Quảng Trị,11
2021-07-13,Sóc Trăng,37
2021-07-13,Sơn La,1
2021-07-13,Tây Ninh,187
2021-07-13,Thái Bình,43
2021-07-13,Thái Nguyên,8
2021-07-13,Thanh Hóa,27
2021-07-13,Thừa Thiên-Huế,7
2021-07-13,Tiền Giang,480
2021-07-13,Trà Vinh,58
2021-07-13,Tuyên Quang,1
2021-07-13,Vĩnh Long,189
2021-07-13,Vĩnh Phúc,104
2021-07-13,Yên Bái,5
2021-07-13,Chưa rõ ,0
2021-07-14,An Giang,137
2021-07-14,Bà Rịa - Vũng Tàu,142
2021-07-14,Bắc Giang,5791
2021-07-14,Bắc Kạn,0
2021-07-14,Bạc Liêu,13
2021-07-14,Bắc Ninh,1689
2021-07-14,Bến Tre,87
2021-07-14,Bình Định,33
2021-07-14,Bình Dương,1906
2021-07-14,Bình Phước,31
2021-07-14,Bình Thuận,29
2021-07-14,Cà Mau,24
2021-07-14,Cần Thơ,46
2021-07-14,Cao Bằng,0
2021-07-14,Đà Nẵng,376
2021-07-14,Đắk Lắk,7
2021-07-14,Đắk Nông,3
2021-07-14,Điện Biên,61
2021-07-14,Đồng Nai,395
2021-07-14,Đồng Tháp,787
2021-07-14,Gia Lai,35
2021-07-14,Hà Giang,2
2021-07-14,Hà Nam,54
2021-07-14,TP. Hà Nội,642
2021-07-14,Hà Tĩnh,137
2021-07-14,Hải Dương,783
2021-07-14,Hải Phòng,24
2021-07-14,Hậu Giang,22
2021-07-14,TP. Hồ Chí Minh,18973
2021-07-14,Hòa Bình,21
2021-07-14,Hưng Yên,192
2021-07-14,Khánh Hòa,352
2021-07-14,Kiên Giang,120
2021-07-14,Kon Tum,0
2021-07-14,Lai Châu,0
2021-07-14,Lâm Đồng,13
2021-07-14,Lạng Sơn,113
2021-07-14,Lào Cai,6
2021-07-14,Long An,549
2021-07-14,Nam Định,14
2021-07-14,Nghệ An,141
2021-07-14,Ninh Bình,20
2021-07-14,Ninh Thuận,19
2021-07-14,Phú Thọ,5
2021-07-14,Phú Yên,544
2021-07-14,Quảng Bình,1
2021-07-14,Quảng Nam,42
2021-07-14,Quảng Ngãi,183
2021-07-14,Quảng Ninh,78
2021-07-14,Quảng Trị,11
2021-07-14,Sóc Trăng,50
2021-07-14,Sơn La,1
2021-07-14,Tây Ninh,191
2021-07-14,Thái Bình,43
2021-07-14,Thái Nguyên,8
2021-07-14,Thanh Hóa,30
2021-07-14,Thừa Thiên-Huế,10
2021-07-14,Tiền Giang,595
2021-07-14,Trà Vinh,60
2021-07-14,Tuyên Quang,1
2021-07-14,Vĩnh Long,206
2021-07-14,Vĩnh Phúc,105
2021-07-14,Yên Bái,5
2021-07-14,Chưa rõ ,0
2021-07-15,An Giang,147
2021-07-15,Bà Rịa - Vũng Tàu,160
2021-07-15,Bắc Giang,5792
2021-07-15,Bắc Kạn,0
2021-07-15,Bạc Liêu,13
2021-07-15,Bắc Ninh,1692
2021-07-15,Bến Tre,117
2021-07-15,Bình Định,35
2021-07-15,Bình Dương,2028
2021-07-15,Bình Phước,44
2021-07-15,Bình Thuận,46
2021-07-15,Cà Mau,25
2021-07-15,Cần Thơ,57
2021-07-15,Cao Bằng,0
2021-07-15,Đà Nẵng,409
2021-07-15,Đắk Lắk,7
2021-07-15,Đắk Nông,5
2021-07-15,Điện Biên,61
2021-07-15,Đồng Nai,527
2021-07-15,Đồng Tháp,886
2021-07-15,Gia Lai,35
2021-07-15,Hà Giang,2
2021-07-15,Hà Nam,54
2021-07-15,TP. Hà Nội,662
2021-07-15,Hà Tĩnh,137
2021-07-15,Hải Dương,783
2021-07-15,Hải Phòng,24
2021-07-15,Hậu Giang,22
2021-07-15,TP. Hồ Chí Minh,21674
2021-07-15,Hòa Bình,21
2021-07-15,Hưng Yên,214
2021-07-15,Khánh Hòa,374
2021-07-15,Kiên Giang,120
2021-07-15,Kon Tum,0
2021-07-15,Lai Châu,0
2021-07-15,Lâm Đồng,14
2021-07-15,Lạng Sơn,113
2021-07-15,Lào Cai,6
2021-07-15,Long An,590
2021-07-15,Nam Định,14
2021-07-15,Nghệ An,141
2021-07-15,Ninh Bình,21
2021-07-15,Ninh Thuận,36
2021-07-15,Phú Thọ,5
2021-07-15,Phú Yên,592
2021-07-15,Quảng Bình,1
2021-07-15,Quảng Nam,43
2021-07-15,Quảng Ngãi,187
2021-07-15,Quảng Ninh,78
2021-07-15,Quảng Trị,11
2021-07-15,Sóc Trăng,54
2021-07-15,Sơn La,1
2021-07-15,Tây Ninh,191
2021-07-15,Thái Bình,43
2021-07-15,Thái Nguyên,8
2021-07-15,Thanh Hóa,49
2021-07-15,Thừa Thiên-Huế,10
2021-07-15,Tiền Giang,595
2021-07-15,Trà Vinh,63
2021-07-15,Tuyên Quang,1
2021-07-15,Vĩnh Long,223
2021-07-15,Vĩnh Phúc,106
2021-07-15,Yên Bái,5
2021-07-15,Chưa rõ ,0
2021-07-16,An Giang,148
2021-07-16,Bà Rịa - Vũng Tàu,160
2021-07-16,Bắc Giang,5794
2021-07-16,Bắc Kạn,0
2021-07-16,Bạc Liêu,13
2021-07-16,Bắc Ninh,1699
2021-07-16,Bến Tre,132
2021-07-16,Bình Định,35
2021-07-16,Bình Dương,2194
2021-07-16,Bình Phước,57
2021-07-16,Bình Thuận,55
2021-07-16,Cà Mau,27
2021-07-16,Cần Thơ,76
2021-07-16,Cao Bằng,0
2021-07-16,Đà Nẵng,448
2021-07-16,Đắk Lắk,7
2021-07-16,Đắk Nông,7
2021-07-16,Điện Biên,61
2021-07-16,Đồng Nai,599
2021-07-16,Đồng Tháp,1045
2021-07-16,Gia Lai,35
2021-07-16,Hà Giang,2
2021-07-16,Hà Nam,54
2021-07-16,TP. Hà Nội,669
2021-07-16,Hà Tĩnh,137
2021-07-16,Hải Dương,783
2021-07-16,Hải Phòng,24
2021-07-16,Hậu Giang,29
2021-07-16,TP. Hồ Chí Minh,24100
2021-07-16,Hòa Bình,21
2021-07-16,Hưng Yên,229
2021-07-16,Khánh Hòa,431
2021-07-16,Kiên Giang,128
2021-07-16,Kon Tum,0
2021-07-16,Lai Châu,0
2021-07-16,Lâm Đồng,16
2021-07-16,Lạng Sơn,114
2021-07-16,Lào Cai,7
2021-07-16,Long An,590
2021-07-16,Nam Định,14
2021-07-16,Nghệ An,157
2021-07-16,Ninh Bình,21
2021-07-16,Ninh Thuận,39
2021-07-16,Phú Thọ,5
2021-07-16,Phú Yên,636
2021-07-16,Quảng Bình,1
2021-07-16,Quảng Nam,44
2021-07-16,Quảng Ngãi,191
2021-07-16,Quảng Ninh,83
2021-07-16,Quảng Trị,11
2021-07-16,Sóc Trăng,54
2021-07-16,Sơn La,1
2021-07-16,Tây Ninh,222
2021-07-16,Thái Bình,43
2021-07-16,Thái Nguyên,8
2021-07-16,Thanh Hóa,53
2021-07-16,Thừa Thiên-Huế,10
2021-07-16,Tiền Giang,741
2021-07-16,Trà Vinh,65
2021-07-16,Tuyên Quang,1
2021-07-16,Vĩnh Long,272
2021-07-16,Vĩnh Phúc,107
2021-07-16,Yên Bái,5
2021-07-16,Chưa rõ ,0
2021-07-17,An Giang,158
2021-07-17,Bà Rịa - Vũng Tàu,183
2021-07-17,Bắc Giang,5795
2021-07-17,Bắc Kạn,0
2021-07-17,Bạc Liêu,13
2021-07-17,Bắc Ninh,1703
2021-07-17,Bến Tre,166
2021-07-17,Bình Định,37
2021-07-17,Bình Dương,2318
2021-07-17,Bình Phước,67
2021-07-17,Bình Thuận,60
2021-07-17,Cà Mau,27
2021-07-17,Cần Thơ,82
2021-07-17,Cao Bằng,0
2021-07-17,Đà Nẵng,481
2021-07-17,Đắk Lắk,7
2021-07-17,Đắk Nông,12
2021-07-17,Điện Biên,61
2021-07-17,Đồng Nai,706
2021-07-17,Đồng Tháp,1225
2021-07-17,Gia Lai,41
2021-07-17,Hà Giang,2
2021-07-17,Hà Nam,59
2021-07-17,TP. Hà Nội,686
2021-07-17,Hà Tĩnh,137
2021-07-17,Hải Dương,783
2021-07-17,Hải Phòng,27
2021-07-17,Hậu Giang,29
2021-07-17,TP. Hồ Chí Minh,26894
2021-07-17,Hòa Bình,21
2021-07-17,Hưng Yên,242
2021-07-17,Khánh Hòa,531
2021-07-17,Kiên Giang,129
2021-07-17,Kon Tum,0
2021-07-17,Lai Châu,0
2021-07-17,Lâm Đồng,17
2021-07-17,Lạng Sơn,115
2021-07-17,Lào Cai,7
2021-07-17,Long An,724
2021-07-17,Nam Định,14
2021-07-17,Nghệ An,157
2021-07-17,Ninh Bình,21
2021-07-17,Ninh Thuận,40
2021-07-17,Phú Thọ,5
2021-07-17,Phú Yên,667
2021-07-17,Quảng Bình,1
2021-07-17,Quảng Nam,44
2021-07-17,Quảng Ngãi,194
2021-07-17,Quảng Ninh,83
2021-07-17,Quảng Trị,11
2021-07-17,Sóc Trăng,60
2021-07-17,Sơn La,1
2021-07-17,Tây Ninh,222
2021-07-17,Thái Bình,43
2021-07-17,Thái Nguyên,8
2021-07-17,Thanh Hóa,53
2021-07-17,Thừa Thiên-Huế,10
2021-07-17,Tiền Giang,741
2021-07-17,Trà Vinh,80
2021-07-17,Tuyên Quang,1
2021-07-17,Vĩnh Long,314
2021-07-17,Vĩnh Phúc,108
2021-07-17,Yên Bái,5
2021-07-17,Chưa rõ ,0
2021-07-18,An Giang,161
2021-07-18,Bà Rịa - Vũng Tàu,224
2021-07-18,Bắc Giang,5797
2021-07-18,Bắc Kạn,1
2021-07-18,Bạc Liêu,13
2021-07-18,Bắc Ninh,1707
2021-07-18,Bến Tre,183
2021-07-18,Bình Định,43
2021-07-18,Bình Dương,2663
2021-07-18,Bình Phước,74
2021-07-18,Bình Thuận,97
2021-07-18,Cà Mau,27
2021-07-18,Cần Thơ,108
2021-07-18,Cao Bằng,0
2021-07-18,Đà Nẵng,527
2021-07-18,Đắk Lắk,8
2021-07-18,Đắk Nông,13
2021-07-18,Điện Biên,61
2021-07-18,Đồng Nai,853
2021-07-18,Đồng Tháp,1326
2021-07-18,Gia Lai,41
2021-07-18,Hà Giang,2
2021-07-18,Hà Nam,61
2021-07-18,TP. Hà Nội,728
2021-07-18,Hà Tĩnh,137
2021-07-18,Hải Dương,784
2021-07-18,Hải Phòng,30
2021-07-18,Hậu Giang,29
2021-07-18,TP. Hồ Chí Minh,31603
2021-07-18,Hòa Bình,21
2021-07-18,Hưng Yên,255
2021-07-18,Khánh Hòa,592
2021-07-18,Kiên Giang,149
2021-07-18,Kon Tum,0
2021-07-18,Lai Châu,0
2021-07-18,Lâm Đồng,18
2021-07-18,Lạng Sơn,115
2021-07-18,Lào Cai,7
2021-07-18,Long An,813
2021-07-18,Nam Định,14
2021-07-18,Nghệ An,162
2021-07-18,Ninh Bình,21
2021-07-18,Ninh Thuận,44
2021-07-18,Phú Thọ,5
2021-07-18,Phú Yên,722
2021-07-18,Quảng Bình,1
2021-07-18,Quảng Nam,50
2021-07-18,Quảng Ngãi,198
2021-07-18,Quảng Ninh,83
2021-07-18,Quảng Trị,11
2021-07-18,Sóc Trăng,64
2021-07-18,Sơn La,1
2021-07-18,Tây Ninh,273
2021-07-18,Thái Bình,43
2021-07-18,Thái Nguyên,8
2021-07-18,Thanh Hóa,54
2021-07-18,Thừa Thiên-Huế,11
2021-07-18,Tiền Giang,772
2021-07-18,Trà Vinh,80
2021-07-18,Tuyên Quang,1
2021-07-18,Vĩnh Long,352
2021-07-18,Vĩnh Phúc,108
2021-07-18,Yên Bái,5
2021-07-18,Chưa rõ ,0
2021-07-19,An Giang,169
2021-07-19,Bà Rịa - Vũng Tàu,252
2021-07-19,Bắc Giang,5797
2021-07-19,Bắc Kạn,1
2021-07-19,Bạc Liêu,13
2021-07-19,Bắc Ninh,1711
2021-07-19,Bến Tre,213
2021-07-19,Bình Định,45
2021-07-19,Bình Dương,3025
2021-07-19,Bình Phước,80
2021-07-19,Bình Thuận,116
2021-07-19,Cà Mau,27
2021-07-19,Cần Thơ,123
2021-07-19,Cao Bằng,0
2021-07-19,Đà Nẵng,527
2021-07-19,Đắk Lắk,8
2021-07-19,Đắk Nông,14
2021-07-19,Điện Biên,61
2021-07-19,Đồng Nai,933
2021-07-19,Đồng Tháp,1379
2021-07-19,Gia Lai,42
2021-07-19,Hà Giang,2
2021-07-19,Hà Nam,61
2021-07-19,TP. Hà Nội,988
2021-07-19,Hà Tĩnh,137
2021-07-19,Hải Dương,785
2021-07-19,Hải Phòng,31
2021-07-19,Hậu Giang,31
2021-07-19,TP. Hồ Chí Minh,34677
2021-07-19,Hòa Bình,21
2021-07-19,Hưng Yên,259
2021-07-19,Khánh Hòa,626
2021-07-19,Kiên Giang,158
2021-07-19,Kon Tum,0
2021-07-19,Lai Châu,0
2021-07-19,Lâm Đồng,18
2021-07-19,Lạng Sơn,115
2021-07-19,Lào Cai,9
2021-07-19,Long An,850
2021-07-19,Nam Định,14
2021-07-19,Nghệ An,162
2021-07-19,Ninh Bình,22
2021-07-19,Ninh Thuận,48
2021-07-19,Phú Thọ,5
2021-07-19,Phú Yên,763
2021-07-19,Quảng Bình,1
2021-07-19,Quảng Nam,61
2021-07-19,Quảng Ngãi,215
2021-07-19,Quảng Ninh,83
2021-07-19,Quảng Trị,11
2021-07-19,Sóc Trăng,83
2021-07-19,Sơn La,1
2021-07-19,Tây Ninh,285
2021-07-19,Thái Bình,44
2021-07-19,Thái Nguyên,8
2021-07-19,Thanh Hóa,59
2021-07-19,Thừa Thiên-Huế,11
2021-07-19,Tiền Giang,772
2021-07-19,Trà Vinh,88
2021-07-19,Tuyên Quang,1
2021-07-19,Vĩnh Long,393
2021-07-19,Vĩnh Phúc,110
2021-07-19,Yên Bái,5
2021-07-19,Chưa rõ ,0
2021-07-20,An Giang,177
2021-07-20,Bà Rịa - Vũng Tàu,278
2021-07-20,Bắc Giang,5798
2021-07-20,Bắc Kạn,1
2021-07-20,Bạc Liêu,17
2021-07-20,Bắc Ninh,1715
2021-07-20,Bến Tre,247
2021-07-20,Bình Định,48
2021-07-20,Bình Dương,3603
2021-07-20,Bình Phước,86
2021-07-20,Bình Thuận,130
2021-07-20,Cà Mau,27
2021-07-20,Cần Thơ,168
2021-07-20,Cao Bằng,0
2021-07-20,Đà Nẵng,588
2021-07-20,Đắk Lắk,18
2021-07-20,Đắk Nông,15
2021-07-20,Điện Biên,61
2021-07-20,Đồng Nai,1095
2021-07-20,Đồng Tháp,1445
2021-07-20,Gia Lai,43
2021-07-20,Hà Giang,2
2021-07-20,Hà Nam,61
2021-07-20,TP. Hà Nội,1034
2021-07-20,Hà Tĩnh,137
2021-07-20,Hải Dương,785
2021-07-20,Hải Phòng,31
2021-07-20,Hậu Giang,41
2021-07-20,TP. Hồ Chí Minh,38000
2021-07-20,Hòa Bình,21
2021-07-20,Hưng Yên,262
2021-07-20,Khánh Hòa,679
2021-07-20,Kiên Giang,178
2021-07-20,Kon Tum,2
2021-07-20,Lai Châu,0
2021-07-20,Lâm Đồng,26
2021-07-20,Lạng Sơn,116
2021-07-20,Lào Cai,9
2021-07-20,Long An,896
2021-07-20,Nam Định,14
2021-07-20,Nghệ An,170
2021-07-20,Ninh Bình,22
2021-07-20,Ninh Thuận,70
2021-07-20,Phú Thọ,5
2021-07-20,Phú Yên,802
2021-07-20,Quảng Bình,1
2021-07-20,Quảng Nam,64
2021-07-20,Quảng Ngãi,217
2021-07-20,Quảng Ninh,83
2021-07-20,Quảng Trị,11
2021-07-20,Sóc Trăng,83
2021-07-20,Sơn La,1
2021-07-20,Tây Ninh,285
2021-07-20,Thái Bình,44
2021-07-20,Thái Nguyên,8
2021-07-20,Thanh Hóa,59
2021-07-20,Thừa Thiên-Huế,11
2021-07-20,Tiền Giang,905
2021-07-20,Trà Vinh,88
2021-07-20,Tuyên Quang,1
2021-07-20,Vĩnh Long,436
2021-07-20,Vĩnh Phúc,119
2021-07-20,Yên Bái,5
2021-07-20,Chưa rõ ,0
2021-07-21,An Giang,177
2021-07-21,Bà Rịa - Vũng Tàu,296
2021-07-21,Bắc Giang,5798
2021-07-21,Bắc Kạn,1
2021-07-21,Bạc Liêu,17
2021-07-21,Bắc Ninh,1719
2021-07-21,Bến Tre,282
2021-07-21,Bình Định,56
2021-07-21,Bình Dương,4567
2021-07-21,Bình Phước,98
2021-07-21,Bình Thuận,137
2021-07-21,Cà Mau,27
2021-07-21,Cần Thơ,200
2021-07-21,Cao Bằng,0
2021-07-21,Đà Nẵng,588
2021-07-21,Đắk Lắk,35
2021-07-21,Đắk Nông,19
2021-07-21,Điện Biên,61
2021-07-21,Đồng Nai,1265
2021-07-21,Đồng Tháp,1554
2021-07-21,Gia Lai,56
2021-07-21,Hà Giang,8
2021-07-21,Hà Nam,61
2021-07-21,TP. Hà Nội,1076
2021-07-21,Hà Tĩnh,137
2021-07-21,Hải Dương,785
2021-07-21,Hải Phòng,31
2021-07-21,Hậu Giang,50
2021-07-21,TP. Hồ Chí Minh,41556
2021-07-21,Hòa Bình,21
2021-07-21,Hưng Yên,265
2021-07-21,Khánh Hòa,717
2021-07-21,Kiên Giang,190
2021-07-21,Kon Tum,2
2021-07-21,Lai Châu,0
2021-07-21,Lâm Đồng,31
2021-07-21,Lạng Sơn,118
2021-07-21,Lào Cai,9
2021-07-21,Long An,956
2021-07-21,Nam Định,14
2021-07-21,Nghệ An,175
2021-07-21,Ninh Bình,22
2021-07-21,Ninh Thuận,92
2021-07-21,Phú Thọ,6
2021-07-21,Phú Yên,828
2021-07-21,Quảng Bình,1
2021-07-21,Quảng Nam,64
2021-07-21,Quảng Ngãi,223
2021-07-21,Quảng Ninh,83
2021-07-21,Quảng Trị,11
2021-07-21,Sóc Trăng,89
2021-07-21,Sơn La,1
2021-07-21,Tây Ninh,315
2021-07-21,Thái Bình,44
2021-07-21,Thái Nguyên,8
2021-07-21,Thanh Hóa,62
2021-07-21,Thừa Thiên-Huế,11
2021-07-21,Tiền Giang,970
2021-07-21,Trà Vinh,98
2021-07-21,Tuyên Quang,1
2021-07-21,Vĩnh Long,475
2021-07-21,Vĩnh Phúc,137
2021-07-21,Yên Bái,5
2021-07-21,Chưa rõ ,0
2021-07-22,An Giang,192
2021-07-22,Bà Rịa - Vũng Tàu,359
2021-07-22,Bắc Giang,5798
2021-07-22,Bắc Kạn,1
2021-07-22,Bạc Liêu,17
2021-07-22,Bắc Ninh,1726
2021-07-22,Bến Tre,347
